id,influencer_id,description_fr,description_en,preferences_fr,preferences_en,Acid house,African music,Alternative rock,Ambient,Blues,Bossa Nova,Chill-out,Classical Music,Coldwave,Country,Dance music,Dance-pop,Deep house,Disco,Dream Pop,Dub,Electro swing,Electronic rock,Electronica,Electropop,Experimental,Experimental Jazz,Experimental rock,Film Music,French house,Funk,Future house,Garage rock,Grime,Hard rock,Hip hop,House music,Indie folk,Indie pop,Indie rock,Instrumental,International Pop,Latin music,Lo-Fi,Metal,Minimal,Modern Jazz,New wave,Noise rock,Nouvelle Scène,Nu-disco,Pop rock,Pop soul,Post-punk,Post-rock,Progressive pop,Progressive rock,Psychedelic pop,Psychedelic rock,Punk,R&B,Rap,Rap français,Reggae,Rock and roll,Samba,Singer-songwriter,Soul,Surf rock,Synthpop,Synthwave,Techno,Traditional Music,Trap,Trip hop,Variété Française
353,353,"ArtBeat Records est un label de musique indépendant crée en 2011 à Paris . C’est une structure de production, d’édition et de blogs.

Eclectique, ArtBeat Records se concentre sur les mouvances Electro (TripHop, Dub, House, Dubstep), Hip Hop, Reggae, Pop & World music.

ArtBeat Records privilégie la culture urbaine, le live et la performance. L’innovation musicale, l’originalité et le mélange des styles sont les lignes directrices majeures du label. Nous collaborons avec des artistes engagés, investis et par dessus tout, passionnés. L’ouverture d’esprit artistique et musicale sont des aspects auxquels nous sommes particulièrement attachés lors la réalisation de nos projets.","ArtBeat Records is an independent record label founded in 2011 in Paris. It is a production, publishing structure and a blog. 

Eclectic, ArtBeat Records focuses on the electro field (TripHop, Dub, House, Dubstep), Hip Hop, Reggae, Pop & World music.

ArtBeat favors the urban culture, live and performance. Musical innovation, originality, and style mix are the guiding principles of our record label.","Mouvances Electro (TripHop, Dub, House, Dubstep)","Electro (TripHop, Dub, House, Dubstep)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,354,"Label - Maison de disques de haute couture

Genres : Urbain - Electro - Groove","Label - Haute couture record label

Genres: Urban - Electronic - Groove",Groove,Groove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,355,"Rédactrice en chef de 6ème sens by trillshit, freelance pour trends.fr et le Dauphiné","Editor of 6eme sens by trillshit, freelance for trends.fr and le Dauphiné. Most interested in hip hop and r&b but everyone’s welcome.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,357,Radio host à Radio Campus Paris et rédactrice pour Jazz News,Radio host at Radio Campus Paris and journalist for Jazz News (eclectic magazine).,Sonorités franches,Frank sound,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
358,358,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,360,"Label indépendant tchèque sur le marché depuis 27 ans et ayant sorti plus de 350 titres. Sans se cantonner à un genre, Indies Scope se concentre sur les genres ethniques, folk, World Music, avant-garde jazz, rock alternatif et mélanges inédits. Indies Scopes reste dans le top 20 des labels World Music depuis plusieurs années.","Czech independent label which has been on the market for over 27 years and has released over 350 titles. Without clinging to one genre, its focus ranges from ethnic, folk or world music and jazz to avant-garde, (alternative) rock or unique crossovers. Indies Scope has been in the Top 20 world music labels several times.",World Music,World,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,361,,"The company PR STAGE s.r.o. focuses on management, marketing, public relations, promotions and cultural event production. PR STAGE s.r.o. produces events such as music, theater and film festivals, concerts, works for, bands and other cultural projects.

PR STAGE s.r.o. is an exclusive partner of the Hungarian festivals, Sziget (for CR and Slovakia) and Balaton Sound (for CR), the independent music label, Indies Scope. PR STAGE also does an exclusive management and booking for Thom Artway. The company also cooperated on the promotion of the opening of the modern music club, Sono Center in Brno, as well as on the program promotio of the music club Fleda.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,362,Programmateur festival et salle de spectacle,Music festival in the South of France,ARTISTES DE LA RÉGION PACA UNIQUEMENT,FRENCH ARTISTS FROM PACA ONLY,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0
363,363,Black and White Production est spécialisée dans l’organisation de concerts et de plateaux d’artistes. Elle a pour but de favoriser la diversité musicale à travers ses événements et faire découvrir de nouveaux talents à Paris.,Black and White Production is specialized in events' organization. Its goal is to favor musical diversity through its events and help new talented artists to emerge.,Artistes parisiens,Ready for live,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,364,Toute l'actualité de vos artistes et festivals préférés partout en France et bientôt en Europe.,"News about your favourite artists and festivals all around France, and Europe soon.",Sorties récentes et concerts à venir,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,365,"Artistes accompagnés : Blackbird Hill, I Am Stramgram, Moloch/Monolyth, Pénélope, Persepolis, Petit Vodo, Sweat Like an Ape !, The Swinging Dice","Blackbird Hill, I Am Stramgram, Moloch/Monolyth, Pénélope, Persepolis, Petit Vodo, Sweat Like an Ape !, The Swinging Dice",Férus de live,Live lovers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
366,366,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,367,"Editeur de musique. Lalouline est une structure d'editions :
Protection des oeuvres, droits d'auteurs, vérification des relevés SACEM , Diffusions radios, télé , internet, presse. Lalouline a pour rôle d'accompagner les artistes dans leur développement et leur professionnalisation.
Mais son premier rôle est de faire découvrir au public de la bonne musique.","Lalouline is a Publishing company:
Protection of works, copyrights, verification of SACEM records, radio broadcasts, TV, internet, press. Lalouline's role is to support artists in their development and professionalization.
But his first role is to introduce the public to good music",Musique française,French music,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
368,368,"Label musiques improvisées. Sound description:
improvised electricity, underground soundtrack,night train London to Tokyo, industrial electro acoustic, Avant-garde-à-toi, hazardous experimentations,
distorted Voodoo Sanza Ambient attic, warm atmosphere, unsafe Analog machines, Jack Vance effects pedals, 220 volts electrified Turkish cool Clarinette (we see your skeleton).","Improvised music label
Sound description:
improvised electricity, underground soundtrack,night train London to Tokyo, industrial electro acoustic, Avant-garde-à-toi, hazardous experimentations,
distorted Voodoo Sanza Ambient attic, warm atmosphere, unsafe Analog machines, Jack Vance effects pedals, 220 volts electrified Turkish cool Clarinette (we see your skeleton).","Musiques libres, créatives",Free and creative music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,369,"Marketing Musical aide les musiciens indépendants à booster leur promotion et leur carrière à l'ère du web 3.0. Via son blog et sa chaîne Youtube, Marketing Musical est LA référence en France pour les conseils sur la promotion musicale.
NB : DONNE DES CONSEILS POUR LES MUSICIENS SUR LEUR PROMOTION ET MARKETING, NE PREND PAS D'ARTISTES EN MANAGEMENT","Marketing Musical helps indie artists boost their promotion and their career. Through their blog and their Youtube channel, Marketing Musical is THE reference on music promotion-related topics in France.
NB : ONLY GIVES ADVICE TO MUSICIANS ON THEIR PROMOTION AND MARKETING, DOESN'T MANAGE ARTISTS",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
370,370,"Nous sommes éditeurs, basés à Montréal. Nous offrons aussi des services de gestion de catalogues, pour les éditeurs étrangers. Nous assistons les auteurs et les compositeurs dans la gestion de leurs droits et le développement de leurs projets.
Notre mission : 
- Placer les titres du catalogue en synchro, publicité, Cinéma, TV
- Permettre le développement d'artistes et de labels au Canada, via des accords avec nos partenaires.",We are music publishers based in Montreal. We offer administration services and rights management for publishers. To songwriters and composers we help and assist in the management of your rights and the development of your projects,Éclectique,Eclectic,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
371,371,"Media Indépendant spécialisé rap et musiques urbaines, #1 dans le sud de la France.",Independent media specialized on rap and urban music. #1 in the South of France.,Rap français,French Rap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,372,"Notre passion : découvrir de nouveaux artistes, les amener se révéler en studio et sur scène; disposer autour d’eux des pépites (auteurs, compositeurs, arrangeurs, musiciens, photographes, réalisateurs vidéo, chorégraphes, tourneurs, attachés de presse…) qui vont unir leurs talents pour permettre aux artistes de s’engager sur le chemin du succès !","French record label. Our passion: discover new artists, bring them to reveal themselves in studio and on stage, gather amazing partners (authors, musicians, photographers, video producers, bookers, PR officers etc.) around them, that will unite their talents to allow them to get the next level!
Our artists: Barton Hartshorn, Roxanne, Audrey Shine, Alton Kovac, Loïse, Shôlo",Projets en développement,Developing projects,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
373,373,"Label indie rock associatif parisien cherchant à faire exister une scène indépendante dans Paris et ses alentours (mais n’hésitant pas à braconner ailleurs de temps à autre).
Pas de domination mondiale au programme. Pas de « french invasion ». Pas de « nouvelle chanson française » à l’horizon. Du rock indé, c’est tout.","Indie rock record label based in Paris. No global domination, no ""french invasion"", no ""new french popular music"". Only indie rock.","Du rock indé, c’est tout.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,374,"Webzine éclectique d'actualité musicale basé à Pau. Chroniques, Photos, Live Reports, Sons du moment, Interviews, Vidéos, Histoires.
www.ecran-du-son.com","Web media covering music news. We love all kinds of music.
www.ecran-du-son.com",Éclectique,Eclectic,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
375,375,"Société fondée par Germain Carlier. Management, artistes, labels, studios, publishing, production, distribution","Company founded in 2012 by Germain Carlier. Management, artists, labels, studios, publishing, production, distribution.",Éclectique,Eclectic,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
376,376,"Dubuc's blog est un espace de découvertes musicales purement subjectif.

Blog personnel à ses débuts en 2006, il a progressivement évolué pour ne se consacrer qu’à la musique, qu’elle soit rock, pop pour l’essentiel, avec aujourd’hui un zeste d’electro, une dose de metal et de punk.

Pas d’ambition autre que partager des découvertes, des impressions. Un zeste de mauvaise foi et quelques a priori. De l’humour, noir de préférence.

Des interviews, en mode express.

Des compte-rendus de concerts et de festivals.

That's all, folks!","Dubuc's blog is a subjective space for musical discoveries.

Personal blog at its beginning in 2006, it gradually evolved to devote itself only to music, whether it is rock, pop for the most part, with today a zest of electro, and a dose of metal and punk.

No ambition other than to share discoveries and impressions. 
Interviews, in express mode.
Reports of concerts and festivals.

That's all, folks!",Tout !,Anything you want!,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
377,377,"Le blog musical en allemand Pretty in Noise a été créé en 2012. Nous couvrons une variété de genres, notamment noise, post rock/punk/core/metal, indie rock/pop, néoclassique, et tout ce qu’il y a entre","The german language music blog Pretty in Noise was founded in 2012. We cover a diverse selection of genres, focusing on noise, post rock/punk/core/metal, indie rock/pop, neoclassical and everything in between.",Noise,Noise,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
378,378,Plateforme de partage de projets Hip Hop et Rap Français.,Sharing platform for Hip Hop and French Rap projects.,Rap français,French rap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,379,Manager à la recherche de nouveaux talents du rap français,Manage new talents of the urban scene,Musique urbaine,No remixes no covers,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,380,"Booking Agency, Label, Radio Show & Party. 
Organizing quality parties around electronic music, House Music in particular.","Booking Agency, Label, Radio Show & Party.
Organizing quality parties around electronic music, House Music in particular.",House music,House music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,381,"Fan de rap, compositeur et rappeur de surplus accompagné de mon kit main libre d'un logiciel et de mon inspiration","Rap fan, composer and surplus rapper accompanied by my hands-free kit of software and my inspiration",remixes,remixes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,382,"♫ Riptide Mag est un webzine et influenceur musical français♫

Notre but est de partager le meilleur de la Pop, de l'Indie et de l'Electro...

Cette chaîne est créée pour promouvoir et supporter les sorties des producteurs et labels. Si vous souhaitez voir votre titre sur notre chaîne, soumettez votre titre à notre blog et nos playlists.","♫ Riptide Music is a french music diffuser ♫

Our aim is to share with you the best of Pop, Indie, Electro...

This channel is created to promote and support producers' and labels' releases. If you want to see one of your track on our channel just submit your song to our playlists and blog.",Pop,Pop,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,383,Jeune rennais passionné par la musique et les arts  . Depuis tout petit je suis bercé dans la musique . J'ai fais le choix d'etre manager pour pouvoir accompagné les jeunes artiste vers leur reve ou atteindre leur objectif .,,Musiques urbaines  ,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
385,385,"Radio Néo est une Radio Fm diffusée à Paris, Toulouse et Bourges et bien sûr présente dans l'univers numérique. 
Créée en 2001 avec la volonté́ de rendre visible la scène musicale émergente, Néo défend l’éclectisme et s’engage à diffuser 60% de sa programmation en langue française, tout en accordant une attention marquée à la production locale et aux nouveaux talents.
Au delà de ces préoccupations quantitatives, cette recherche de talents s’oriente toujours majoritairement vers des auteurs-compositeurs dont l’exposition médiatique nous semble insuffisante. Nous tentons à la fois d’être présents très tôt à leurs côtés mais aussi sur la durée nécessaire à leur identification par nos auditeurs.","FM Radio broadcasted in Paris, Toulouse and Bourges, and online as well. Looking for new French songs and emerging tunes! 60% of tunes broadcasted are sung in French.","Compositions originales, parfaitement produites.","Original compositions, perfect production",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1
386,386,"Label Reggae Dub/Stepper de Lille (France). L'essence même de Rootical Attack Records est de créer des sons unificateurs entre la génération roots et la nouvelle génération dub plus orientée vers l'électro. 
Depuis 2013.","Label Reggae Dub/Stepper from Lille [FR]. Creating relations between the roots generation and the new dub generation oriented towards electronic music
Since 2013.",Reggae dub,Reggae dub,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
387,387,"Caveau des Oubliettes, lieu à la fois mythique et renouvelé est un club de jazz, funk, blues, world music... Lieu de vie des musiciens. Live music, food and drinks","Caveau des Oubliettes is a mythical and renewed jazz, funk, blues, world music club. A place for musicians. Live music, food and drinks.",Jazz,Jazz,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
388,388,Label techno français,French techno label,Techno,Techno,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
389,389,"Journaliste radio, papier et web, fondateur de la radio indépendante Graf'Hit (60 - Compiègne).
Fondateur du label indépendant Quixote R.P.M. aka quixotemusic.eu
Créateur des showcases professionnels french-o-rama et 12H20 Montparnasse.","Web and paper journalist, radio anchorman. Founder of independent radio Graf'Hit (60 - Compiègne).
Founder of Quixote RPM record label aka quixotemusic.eu
Professional showcases organizer :  french-o-rama and 12H20 Montparnasse.",Artistes indépendants émergents et confirmés,Upcoming and established indie acts,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0
390,390,"Tech Me House a été créé en 2014. Après avoir géré un blog de musique ""We Danse En France"" pendant plusieurs années, j'ai décidé de me diriger vers différents styles musicaux qui correspondaient davantage à mes nouvelles aspirations musicales.
Sur la chaîne YouTube vous pourrez retrouver différents styles allant de la Deep House à la Pop, en passant par de l'Electro ou de la Tech House.","Tech Me House was created in 2014. After managing a music blog ""We Danse En France"" for several years, I decided to move towards different musical styles that corresponded more to my new musical aspirations.
On the YouTube channel you can find different styles ranging from the Deep House to the Pop, through the Electro or the Tech House.","Deep House, House, Chill, Pop, Tech House, Indie, Electro","Deep House, House, Chill, Pop, Tech House, Indie, Electro",0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,391,"Management | Label | Publishing | Studio
Artistes : Asot.One, BLV, Doumëa, Weda","Management | Label | Publishing | Studio
Artistes : Asot.One, BLV, Gostan, Weda",Single,Electronic,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
392,392,Je travaille dans la musique depuis une quinzaine d'année en tant que programmateur et de booker (AFX).,I've been working in the music industry for 15 years as programmer and booker (AFX).,Ouvert à tout,Open to everything,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
393,393,,Publisher,,Original Sound,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
394,394,"HomeCooking Share est un nouveau site de partage de créations musicales, dédié aux musiciens et amoureux de musique","HomeCooking Share is a new website for sharing musical creations, dedicated to musicians and musiclovers",Musique electronique ,Electronic music,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0
395,395,Chaîne de playlists - African Boogie - Funk - Ghetto Disco,Playlist channel - African Boogie - Funk - Ghetto Disco,African boogie,African boogie,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,396,"Your source for great underground electronic music. We support young talents by giving them an online platform and promote their music. We are dedicated to good underground electronic music: house, progressive, techno, deep house, minimal.","Your source for great underground electronic music. We support young talents by giving them an online platform and promote their music. We are dedicated to good underground electronic music: house, progressive, techno, deep house, minimal.",house,house,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
397,397,"Krossfader, c'est le rendez-vous hebdomadaire de la musique électronique sur Radio Scandle. Chaque Samedi de 18h à 19h, on débattra de l'actu musicale de la semaine, et fera la promo de ou des invités","""Krossfader"" is the weekly electronic music broadcast on Radio Scandle Paris. Every Saturday from 6 to 7pm, we will discuss the week's musical news, and promote one or more guests","Extrait d'album, EP, Single, événement","Album extract, EP, Single, event",1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
398,398,"Your Daily Dose of Music :
INDIE / DREAM POP / ELECTRONIC / LO-FI / SURF ROCK","The Daily Dose is a youtube channel specialised in pop in all its form : indie, dream, lo-fi, rock, electronic...",INDIE / DREAM POP / ELECTRONIC / LO-FI / SURF ROCK,INDIE / DREAM POP / ELECTRONIC / LO-FI / SURF ROCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
399,399,"ya un gars qui a fait un ep le lendemain ya un autre gars qui a fait un ep puis ya un gars qui a fait une blague alors on a fait un label

maintenant on a beaucoup d’ambitions

envoyez nous vos EPs exclusifs (un extrait via Groover, et le lien vers l'EP complet dans ""Autres infos"")","There's a guy who made an EP, the next day another guy made an EP, then there was a guy who made a joke, so we created a record label

now we have a lot of ambition

send us your exclusive  EPs (an extract through Groover, and the link to the whole EP in ""Other info"")",On n'accepte que les EP exclusifs,"EXCLUSIVE EPs, send an extract on Groover, the link to the EP in Other info",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
